"log_tipo_logradouro", "logradouro", "bairro", "cidade", "uf", "cep"
"Rua", "José Nicodemo", "Cidade Morumbi", "São José dos Campos", "SP", "12236682"
"Praça", "José Nissi", "Cidade Vista Verde", "São José dos Campos", "SP", "12223351"
"Rua", "José Nunes Rosa", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232740"
"Rua", "José Nunes de Figueiredo", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229830"
"Rua", "José Nunes de Paula", "Vila Rossi", "São José dos Campos", "SP", "12211030"
"Rua", "José Oliveira da Cruz", "Loteamento Residencial Vista Linda", "São José dos Campos", "SP", "12220051"
"Rua", "José Otávio Franco Bittencourt", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233090"
"Rua", "José Pardo", "Jardim Pararangaba", "São José dos Campos", "SP", "12224783"
"Alameda", "José Paula da Silva", "Vila Betânia", "São José dos Campos", "SP", "12245489"
"Avenida", "José Pedro", "Jardim São Vicente", "São José dos Campos", "SP", "12224370"
"Rua", "José Pedro Baracho", "Monte Castelo", "São José dos Campos", "SP", "12215180"
"Rua", "José Pedro Perotti", "Jardim Satélite", "São José dos Campos", "SP", "12231830"
"Rua", "José Pedro de Carvalho Filho", "Vila Guaianazes", "São José dos Campos", "SP", "12243330"
"Rua", "José Peneluppi", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233710"
"Praça", "José Peneluppi Filho", "Vila Betânia", "São José dos Campos", "SP", "12245620"
"Rua", "José Pereira Filho", "Alto da Ponte", "São José dos Campos", "SP", "12212490"
"Rua", "José Pereira dos Santos", "Urbanova", "São José dos Campos", "SP", "12244484"
"Avenida", "José Pinto da Cunha", "Parque Residencial Flamboyant", "São José dos Campos", "SP", "12227779"
"Rua", "José Pires de Camargo", "Jardim Santa Inês II", "São José dos Campos", "SP", "12224798"
"Rua", "José Pirk", "Vila Guarani", "São José dos Campos", "SP", "12209760"
"Rua", "José Policarpo Sabioni", "Campos de São José", "São José dos Campos", "SP", "12226670"
"Rua", "José Polli", "Vila Industrial", "São José dos Campos", "SP", "12220440"
"Rua", "José Potiguara Miragaia", "Residencial Tatetuba", "São José dos Campos", "SP", "12220050"
"Rua", "José Prianti Chaves", "Jardim Guimarães", "São José dos Campos", "SP", "12213140"
"Rua", "José Profício Filho", "Residencial Altos do Bosque", "São José dos Campos", "SP", "12239849"
"Rua", "José Pulga", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246022"
"Rua", "José Rachid", "Jardim Portugal", "São José dos Campos", "SP", "12232100"
"Rua", "José Raimundo da Silva", "Jardim das Colinas", "São José dos Campos", "SP", "12242120"
"Rua", "José Ramos de Paula", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234520"
"Avenida", "José Ribeiro Bastos", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234730"
"Rua", "José Roberto Ferrari", "Jardim Imperial", "São José dos Campos", "SP", "12234250"
"Rua", "José Roberto Joaquim", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229250"
"Rua", "José Roberto de Moraes", "Portal de Minas", "São José dos Campos", "SP", "12211142"
"Rua", "José Roberto de Souza", "Cidade Vista Verde", "São José dos Campos", "SP", "12223520"
"Rua", "José Rodrigues Maia", "Jardim Portugal", "São José dos Campos", "SP", "12232310"
"Rua", "José Rodrigues Salgado", "Campo dos Alemães", "São José dos Campos", "SP", "12239670"
"Rua", "José Rodrigues de Melo", "Residencial Ribeira", "São José dos Campos", "SP", "12247353"
"Alameda", "José Rodrigues de Moraes", "Vila Betânia", "São José dos Campos", "SP", "12245490"
"Rua", "José Samartini", "Residencial Juritis", "São José dos Campos", "SP", "12228262"
"Rua", "José Sanador Ferreira", "Campos de São José", "São José dos Campos", "SP", "12226640"
"Área Verde", "José Sanches Rodrigues", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233161"
"Rua", "José Santana Mariano", "Jardim Nova República", "São José dos Campos", "SP", "12234892"
"Área", "José Scarpel", "Parque Nova Esperança", "São José dos Campos", "SP", "12226010"
"Rua", "José Sergio Faria", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246122"
"Rua", "José Sierra", "Eldorado", "São José dos Campos", "SP", "12238571"
"Rua", "José Silveira Campanati", "Monte Castelo", "São José dos Campos", "SP", "12215240"
"Rua", "José Silvério de Souza", "Vila Cândida", "São José dos Campos", "SP", "12213521"
"Rua", "José Simão", "Jardim Colonial", "São José dos Campos", "SP", "12234290"
"Viela", "José Siriaco da Silva", "Jardim Santo Onofre", "São José dos Campos", "SP", "12228017"
"Rua", "José Tomaz", "Parque Nova Esperança", "São José dos Campos", "SP", "12226110"
"Rua", "José Venâncio de Paiva", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247808"
"Rua", "José Vicente de Paula", "Parque Santos Dumont", "São José dos Campos", "SP", "12227810"
"Rua", "José Vieira da Silva", "Jardim Boa Vista", "São José dos Campos", "SP", "12213710"
"Rua", "José Wagner de Carvalho", "Residencial Jatobá", "São José dos Campos", "SP", "12228179"
"Rua", "José Yoshihiro Munetaka", "Residencial Bosque dos Ipês", "São José dos Campos", "SP", "12236884"
"Rua", "José da Costa Pinheiro", "Santana", "São José dos Campos", "SP", "12211680"
"Rua", "José da Cunha", "Jardim Santa Luzia", "São José dos Campos", "SP", "12228864"
"Rua", "José da Fonseca Lima", "Urbanova", "São José dos Campos", "SP", "12244593"
"Rua", "José de Alencar", "Centro", "São José dos Campos", "SP", "12209530"
"Rua", "José de Anchieta Carvalho", "Jardim Nova República", "São José dos Campos", "SP", "12234856"
"Rua", "José de Campos", "Cidade Morumbi", "São José dos Campos", "SP", "12236650"
"Avenida", "José de Moura Candelaria", "Vila Industrial", "São José dos Campos", "SP", "12220400"
"Rua", "José de Oliveira Prisco", "Vila Cristina", "São José dos Campos", "SP", "12211129"
"Rua", "José de Oliveira Rocha", "Jardim Santa Rosa", "São José dos Campos", "SP", "12228876"
"Rua", "José de Paula", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248241"
"Rua", "José de Paula Ferreira", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248450"
"Rua", "José de Paula Silva Neves", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248110"
"Rua", "José de Paula da Silva", "Jardim Itapoã", "São José dos Campos", "SP", "12247340"
"Avenida", "José de Resende", "Jardim Sul", "São José dos Campos", "SP", "12236489"
"Rua", "José do Patrocínio", "Santana", "São José dos Campos", "SP", "12211700"
"Rua", "José do Prado Júnior", "Cidade Morumbi", "São José dos Campos", "SP", "12236490"
"Rua", "José dos Santos Nogueira", "Jardim Sul", "São José dos Campos", "SP", "12236483"
"Rua", "João Abreu Ramos", "Campo dos Alemães", "São José dos Campos", "SP", "12239300"
"Rua", "João Adão", "Campo dos Alemães", "São José dos Campos", "SP", "12239260"
"Rua", "João Alberto da Silva", "Loteamento Jardim Helena", "São José dos Campos", "SP", "12226697"
"Rua", "João Alves Cardoso", "Jardim Petrópolis", "São José dos Campos", "SP", "12237451"
"Rua", "João Alves Ferro", "Campo dos Alemães", "São José dos Campos", "SP", "12239490"
"Rua", "João Alves Pinto", "Residencial Altos do Bosque", "São José dos Campos", "SP", "12239847"
"Rua", "João Alves Viana", "Vila Guarani", "São José dos Campos", "SP", "12209830"
"Viela", "João Alves da Costa", "Parque Residencial Flamboyant", "São José dos Campos", "SP", "12227784"
"Rua", "João Bagdad Tau", "Conjunto Residencial Trinta e Um de Março", "São José dos Campos", "SP", "12237470"
"Avenida", "João Bassi", "Jardim Castanheira", "São José dos Campos", "SP", "12225350"
"Rua", "João Batista Barreto", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234650"
"Rua", "João Batista Cabral", "Jardim Santa Rosa", "São José dos Campos", "SP", "12228888"
"Rua", "João Batista Franco Drumond", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232461"
"Rua", "João Batista Lopes", "Portal de Minas", "São José dos Campos", "SP", "12211153"
"Praça", "João Batista Peneluppi", "Jardim Diamante", "São José dos Campos", "SP", "12223170"
"Praça", "João Batista de Quadros", "Vila Betânia", "São José dos Campos", "SP", "12245630"
"Avenida", "João Batista de Souza Soares", "Jardim América", "São José dos Campos", "SP", "12235200"
"Avenida", "João Batista de Souza Soares", "Cidade Morumbi", "São José dos Campos", "SP", "12236660"
"Avenida", "João Batista de Souza Soares", "Cidade Morumbi", "São José dos Campos", "SP", "12236662"
"Rua", "João Batista do Nascimento", "Campo dos Alemães", "São José dos Campos", "SP", "12239310"
"Rua", "João Benedito da Silva", "Parque Residencial Flamboyant", "São José dos Campos", "SP", "12227776"
"Rua", "João Benitez Gimenez", "Jardim Del Rey", "São José dos Campos", "SP", "12232233"
"Rua", "João Bicudo", "Jardim Esplanada", "São José dos Campos", "SP", "12242530"
"Avenida", "João Bráulio de Melo", "Residencial Bosque dos Ipês", "São José dos Campos", "SP", "12236890"
"Rua", "João Carlos Pinto da Cunha", "Campo dos Alemães", "São José dos Campos", "SP", "12239210"
"Rua", "João Carlos de Oliveira", "Urbanova", "São José dos Campos", "SP", "12244370"
"Rua", "João Cassiano da Silva", "Jardim Del Rey", "São José dos Campos", "SP", "12232234"
"Rua", "João Cunha de Oliveira", "Residencial União", "São José dos Campos", "SP", "12239037"
"Avenida", "João Cândido Lopes Neto", "Cidade Morumbi", "São José dos Campos", "SP", "12236780"
"Avenida", "João Cândido Lopes Neto", "Cidade Morumbi", "São José dos Campos", "SP", "12236782"
"Rua", "João Di Mônaco", "Jardim Paraíso do Sol", "São José dos Campos", "SP", "12225120"
"Travessa", "João Dias", "Centro", "São José dos Campos", "SP", "12209640"
"Rua", "João Evangelista de Carvalho", "Urbanova", "São José dos Campos", "SP", "12244410"
"Rua", "João Felix da Rosa", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228294"
"Rua", "João Firmino", "Residencial Jatobá", "São José dos Campos", "SP", "12228174"
"Rua", "João Fonseca dos Santos", "Floradas de São José", "São José dos Campos", "SP", "12230088"
"Rua", "João Francisco da Silva", "Jardim Cruzeiro do Sul", "São José dos Campos", "SP", "12234815"
"Rua", "João Francisco de Paula", "Jardim Paulista", "São José dos Campos", "SP", "12216051"
"Travessa", "João Friggi", "Jardim São Dimas", "São José dos Campos", "SP", "12245070"
"Rua", "João Friggi Filho", "Cidade Vista Verde", "São José dos Campos", "SP", "12223580"
"Rua", "João Galdino dos Santos", "Vila São Geraldo", "São José dos Campos", "SP", "12213301"
"Rua", "João Gomes da Silva", "Jardim São José Leste", "São José dos Campos", "SP", "12248616"
"Rua", "João Gomes da Silva", "Jardim São José II", "São José dos Campos", "SP", "12248682"
"Rua", "João Grill", "Vila Unidos", "São José dos Campos", "SP", "12214506"
"Rua", "João Guimarães Rosa", "Eugênio de Mello", "São José dos Campos", "SP", "12247030"
"Avenida", "João Guska", "Campo dos Alemães", "São José dos Campos", "SP", "12239061"
"Rua", "João José da Silva", "Jardim Petrópolis", "São José dos Campos", "SP", "12237430"
"Rua", "João José do Nascimento", "Santana", "São José dos Campos", "SP", "12211330"
"Rua", "João Justo Pereira", "Urbanova", "São José dos Campos", "SP", "12244590"
"Rua", "João Liberato", "Vila Industrial", "São José dos Campos", "SP", "12220330"
"Rua", "João Lindemberg", "Jardim Copacabana", "São José dos Campos", "SP", "12221220"
"Rua", "João Luz", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234710"
"Rua", "João Mariano", "Parque Santos Dumont", "São José dos Campos", "SP", "12227840"
"Rua", "João Mariano de Assis", "Parque Nova Esperança", "São José dos Campos", "SP", "12226040"
"Avenida", "João Marson", "Vila Industrial", "São José dos Campos", "SP", "12220360"
"Rua", "João Mendes Pedroso", "Monte Castelo", "São José dos Campos", "SP", "12215160"
"Rua", "João Miacci", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229391"
"Rua", "João Moreira Borges", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248430"
"Rua", "João Muzzaco", "Jardim Colonial", "São José dos Campos", "SP", "12234420"
"Rua", "João Naina", "Parque Industrial", "São José dos Campos", "SP", "12235810"
"Rua", "João Nogueira Bustamante", "Campo dos Alemães", "São José dos Campos", "SP", "12239070"
"Avenida", "João Pedro", "Jardim Nova Detroit", "São José dos Campos", "SP", "12224702"
"Rua", "João Pedro da Rocha", "Vila Paiva", "São José dos Campos", "SP", "12213502"
"Rua", "João Pelogia", "Eugênio de Mello", "São José dos Campos", "SP", "12247080"
"Rua", "João Pereira Costa", "Jardim Boa Vista", "São José dos Campos", "SP", "12213711"
"Avenida", "João Pereira Costa", "Jardim Boa Vista", "São José dos Campos", "SP", "12213720"
"Travessa", "João Pereira Leite", "Vila Rangel", "São José dos Campos", "SP", "12211450"
"Rua", "João Pereira de Castro", "Jardim São José Leste", "São José dos Campos", "SP", "12248634"
"Rua", "João Pinto da Cunha", "Residencial União", "São José dos Campos", "SP", "12239016"
"Rua", "João Pires Silveira Filho", "Residencial Dom Bosco", "São José dos Campos", "SP", "12225882"
"Rua", "João Quirino Pedrosa", "Jardim Ismênia", "São José dos Campos", "SP", "12221010"
"Rua", "João Ramos de Andrade", "Jardim das Indústrias", "São José dos Campos", "SP", "12240060"
"Rua", "João Ramos de Oliveira", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234531"
"Rua", "João Rodolfo Castelli", "Jardim Três José", "São José dos Campos", "SP", "12225030"
"Avenida", "João Rodolfo Castelli", "Putim", "São José dos Campos", "SP", "12228000"
"Rua", "João Rodrigues", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12232111"
"Rua", "João Rodrigues de Oliveira Figueiredo", "Jardim Del Rey", "São José dos Campos", "SP", "12232235"
"Rua", "João Salviano Sobrinho", "Residencial Gazzo", "São José dos Campos", "SP", "12236845"
"Rua", "João Silva de Aguiar", "Jardim Santa Rosa", "São José dos Campos", "SP", "12228892"
"Rua", "João Soares dos Santos", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228319"
"Rua", "João Stener", "Urbanova", "São José dos Campos", "SP", "12244280"
"Rua", "João Teixeira Neto", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246160"
"Rua", "João Teodoro de Souza", "Recanto Caeté", "São José dos Campos", "SP", "12213240"
"Avenida", "João Tuca", "Jardim das Colinas", "São José dos Campos", "SP", "12242050"
"Rua", "João Vicente Gomes Filho", "Jardim Mariana I", "São José dos Campos", "SP", "12226859"
"Avenida", "João Vicente do Nascimento Netto", "Residencial Dom Bosco", "São José dos Campos", "SP", "12225860"
"Rua", "João Vilaça de Oliveira", "Jardim Boa Vista", "São José dos Campos", "SP", "12213670"
"Rua", "João Xavier dos Santos", "Conjunto Papa João Paulo II", "São José dos Campos", "SP", "12232425"
"Rua", "João da Rosa Alves", "Jardim dos Bandeirantes", "São José dos Campos", "SP", "12234789"
"Rua", "João da Silva Porto", "Urbanova", "São José dos Campos", "SP", "12244524"
"Rua", "João de Aquino", "Jardim República", "São José dos Campos", "SP", "12234826"
"Rua", "João de Deus Santos", "Jardim Rodolfo", "São José dos Campos", "SP", "12224836"
"Avenida", "João de Oliveira e Silva", "Campo dos Alemães", "São José dos Campos", "SP", "12239290"
"Rua", "João de Paula", "Jardim América", "São José dos Campos", "SP", "12235101"
"Viela", "João dos Santos", "Parque Residencial Flamboyant", "São José dos Campos", "SP", "12227785"
"Rua", "João Ávila", "Jardim Castanheira", "São José dos Campos", "SP", "12225310"
"Rua", "Juazeiro", "Jardim Vale do Sol", "São José dos Campos", "SP", "12238080"
"Rua", "Juazeiro do Norte", "Parque Industrial", "São José dos Campos", "SP", "12235790"
"Estrada Municipal", "Juca Carvalho", "Vila São Geraldo", "São José dos Campos", "SP", "12213210"
"Estrada Municipal", "Juca Carvalho", "Vila São Geraldo", "São José dos Campos", "SP", "12213275"
"Rua", "Judite Machado Cursino", "Jardim São Vicente", "São José dos Campos", "SP", "12224360"
"Rua", "Judith Ferreira da Silva Costa", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234610"
"Rua", "Judith Nunes dos Santos", "Campos de São José", "São José dos Campos", "SP", "12226540"
"Rua", "Judith Raia Bellizia", "Vila Adriana", "São José dos Campos", "SP", "12228835"
"Rua", "Juiz David Barrilli", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246200"
"Rua", "Julia Batista da Silva", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228312"
"Rua", "Julia Cursino", "Jardim Americano", "São José dos Campos", "SP", "12225090"
"Rua", "Julia Mola Maldos", "Jardim Nova República", "São José dos Campos", "SP", "12234890"
"Rua", "Julieta Damasceno Claro", "Vila Industrial", "São José dos Campos", "SP", "12220420"
"Rua", "Julio César Filho", "Santana", "São José dos Campos", "SP", "12211320"
"Rua", "Julio Tognetti", "Jardim Nova República", "São José dos Campos", "SP", "12234880"
"Rua", "Jundiai", "Jardim Alvorada", "São José dos Campos", "SP", "12240651"
"Rua", "Juno", "Jardim da Granja", "São José dos Campos", "SP", "12227470"
"Avenida", "Jupira do Amaral Rangel", "Jardim Paraíso do Sol", "São José dos Campos", "SP", "12225130"
"Rua", "Jupiter", "Jardim da Granja", "São José dos Campos", "SP", "12227460"
"Rua", "Jurandir Pereira", "Conjunto Residencial Elmano Veloso", "São José dos Campos", "SP", "12234620"
"Rua", "Jurema Vieira Medrado", "Parque Residencial Aquarius", "São José dos Campos", "SP", "12246180"
"Rua", "Jurema Vinhas Betti", "Residencial Dom Bosco", "São José dos Campos", "SP", "12225854"
"Rua", "Juriti", "Vila Tatetuba", "São José dos Campos", "SP", "12220230"
"Rua", "Jurubeba", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226734"
"Praça", "Jurunas", "Conjunto Residencial Vale dos Pinheiros", "São José dos Campos", "SP", "12242350"
"Rua", "Jussara", "Jardim Topázio", "São José dos Campos", "SP", "12216470"
"Rua", "Justino Cobra", "Vila Ema", "São José dos Campos", "SP", "12243030"
"Rua", "Juvenal Agostinho da Cunha", "Jardim Santa Luzia", "São José dos Campos", "SP", "12228859"
"Rua", "Juvenal Galeano do Nascimento", "Vila Adyana", "São José dos Campos", "SP", "12243660"
"Rua", "Juvenal Santos", "Conjunto Residencial Galo Branco", "São José dos Campos", "SP", "12247430"
"Rua", "Júlio Baranov", "Jardim Imperial", "São José dos Campos", "SP", "12234150"
"Rua", "Júlio Cezar", "Jardim Oriente", "São José dos Campos", "SP", "12236400"
"Rua", "Júlio Cezar Sales", "Cidade Vista Verde", "São José dos Campos", "SP", "12223460"
"Avenida", "Júlio Cezar Villaça", "Jardim Santa Luzia", "São José dos Campos", "SP", "12228005"
"Rua", "Júlio Ferreira dos Santos", "Jardim Nova Detroit", "São José dos Campos", "SP", "12224490"
"Rua", "Júlio Prestes", "Eugênio de Mello", "São José dos Campos", "SP", "12247250"
"Praça", "Júlio Sea", "Cidade Vista Verde", "São José dos Campos", "SP", "12223065"
"Rua", "K", "Jardim Santa Hermínia", "São José dos Campos", "SP", "12226843"
"Praça", "Kadoma", "Jardim América", "São José dos Campos", "SP", "12235341"
"Rua", "Karina Gomes Faria", "Urbanova", "São José dos Campos", "SP", "12244172"
"Rua", "Ken Ishizucka", "Jardim Mariana II", "São José dos Campos", "SP", "12226879"
"Rua", "Kenkiti Shimomoto", "Vila Zizinha", "São José dos Campos", "SP", "12211020"
"Rua", "Kingstown", "Vila Rubi", "São José dos Campos", "SP", "12245574"
"Rua", "Kiyoshi Enomoto", "Jardim San Marino", "São José dos Campos", "SP", "12235831"
"Rua", "Koichi Matsumura", "Jardim América", "São José dos Campos", "SP", "12235180"
"Rua", "Kumamoto", "Jardim Oriente", "São José dos Campos", "SP", "12236180"
"Rua", "Kumazo Ishikawa", "Residencial União", "São José dos Campos", "SP", "12239003"
"Rua", "L", "Jardim Santa Hermínia", "São José dos Campos", "SP", "12226832"
"Rua", "Lagoa Santa", "Chácaras Reunidas", "São José dos Campos", "SP", "12238340"
"Rua", "Lagoa da Prata", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233350"
"Rua", "Lagoinha", "Jardim Satélite", "São José dos Campos", "SP", "12230111"
"Rua", "Lamartine Babo", "Vila Tesouro", "São José dos Campos", "SP", "12221550"
"Rua", "Lamartine Maia da Silva Torres", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12232380"
"Rua", "Landulfo Caetano dos Santos", "Residencial Interlagos", "São José dos Campos", "SP", "12229072"
"Avenida", "Laudelino Gonçalves de Miranda", "Jardim Santa Júlia", "São José dos Campos", "SP", "12228271"
"Rua", "Laudelino Nogueira", "Jardim Bela Vista", "São José dos Campos", "SP", "12209100"
"Rua", "Laura Pereira Rios", "Jardim São José Leste", "São José dos Campos", "SP", "12248613"
"Rua", "Laurent Martins", "Jardim Esplanada", "São José dos Campos", "SP", "12242431"
"Rua", "Lavapés", "Vila Maria", "São José dos Campos", "SP", "12209440"
"Rua", "Lazara Augusta Silva Lisboa", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233390"
"Rua", "Lazara Menezes de Oliveira", "Jardim Portugal", "São José dos Campos", "SP", "12232240"
"Rua", "Lazio", "Jardim das Paineiras I", "São José dos Campos", "SP", "12226083"
"Rua", "Laércio Henrique Toledo", "Residencial São Francisco", "São José dos Campos", "SP", "12227866"
"Rua", "Leandro Fernandes Santos", "Urbanova", "São José dos Campos", "SP", "12244876"
"Rua", "Leblon", "Jardim Satélite", "São José dos Campos", "SP", "12230021"
"Rua", "Lecticia de Moraes Vieira", "Campos de São José", "São José dos Campos", "SP", "12226360"
"Rua", "Leme", "Jardim das Indústrias", "São José dos Campos", "SP", "12240180"
"Avenida", "Lenin", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232440"
"Rua", "Lenine Rebelo", "Jardim Sul", "São José dos Campos", "SP", "12236493"
"Viela", "Leonardo Francisco dos Santos", "Jardim Santo Onofre", "São José dos Campos", "SP", "12228071"
"Rua", "Leonardo Pinto da Cunha", "Vila Adyana", "São José dos Campos", "SP", "12243760"
"Rua", "Leonardo da Vinci", "Jardim Oriente", "São José dos Campos", "SP", "12236200"
"Rua", "Leonildo Ramos Cruz", "Jardim São Dimas", "São José dos Campos", "SP", "12245130"
"Avenida", "Leonor de Almeida Ribeiro Souto", "Residencial União", "São José dos Campos", "SP", "12239050"
"Rua", "Leonor de Campos Pereira", "Campo dos Alemães", "São José dos Campos", "SP", "12239651"
"Rua", "Leonídia Damasceno Veneziani", "Vila Unidos", "São José dos Campos", "SP", "12214501"
"Rua", "Leopoldo Drews", "Jardim Paulista", "São José dos Campos", "SP", "12216170"
"Rua", "Leopoldo Fernandes Neves", "Chácaras Pousada do Vale", "São José dos Campos", "SP", "12226755"
"Rua", "Leopoldo Rossi", "Jardim Esplanada", "São José dos Campos", "SP", "12242660"
"Rua", "Leticia", "Jardim Satélite", "São José dos Campos", "SP", "12230840"
"Praça", "Letícia Meira de Castro", "Jardim Santa Inês I", "São José dos Campos", "SP", "12248335"
"Rua", "Letônia", "Jardim Aeroporto", "São José dos Campos", "SP", "12231150"
"Rua", "Leão", "Jardim Satélite", "São José dos Campos", "SP", "12230620"
"Praça", "Leão XIII", "Vila Industrial", "São José dos Campos", "SP", "12220431"
"Rua", "Leôncio Americano do Nascimento", "Jardim das Indústrias", "São José dos Campos", "SP", "12241010"
"Rua", "Libra", "Jardim Satélite", "São José dos Campos", "SP", "12230220"
"Rua", "Licorne", "Jardim Satélite", "São José dos Campos", "SP", "12230520"
"Rua", "Licínio Leite Machado", "Santana", "São José dos Campos", "SP", "12212020"
"Rua", "Liege Alexandre Cosme do Nascimento", "Parque Industrial", "São José dos Campos", "SP", "12235672"
"Rua", "Liguria", "Jardim das Paineiras I", "São José dos Campos", "SP", "12226086"
"Rua", "Lima Duarte", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233230"
"Rua", "Limeira", "Jardim Alvorada", "São José dos Campos", "SP", "12240650"
"Rua", "Lince", "Jardim da Granja", "São José dos Campos", "SP", "12227410"
"Rua", "Lindoia", "Jardim Apolo I", "São José dos Campos", "SP", "12243140"
"Avenida", "Lineu de Moura", "Urbanova", "São José dos Campos", "SP", "12244380"
"Travessa", "Lineu de Moura", "Urbanova", "São José dos Campos", "SP", "12244381"
"Rua", "Lins", "Bosque dos Eucaliptos", "São José dos Campos", "SP", "12233650"
"Praça", "Lions", "Cidade Vista Verde", "São José dos Campos", "SP", "12223741"
"Rua", "Lira", "Jardim Satélite", "São José dos Campos", "SP", "12230600"
"Avenida", "Lisboa", "Jardim Augusta", "São José dos Campos", "SP", "12216630"
"Avenida", "Livio Veneziani", "Chácaras São José", "São José dos Campos", "SP", "12227570"
"Rua", "Loanda", "Chácaras Reunidas", "São José dos Campos", "SP", "12238330"
"Rua", "Lobo Guará", "Jardim das Cerejeiras", "São José dos Campos", "SP", "12225417"
"Rua", "Lobo Guará", "Jardim Majestic", "São José dos Campos", "SP", "12226271"
"Rua", "Lola Roberto Batista Rocco", "Jardim Paulista", "São José dos Campos", "SP", "12216191"
"Rua", "Lombardia", "Jardim das Paineiras I", "São José dos Campos", "SP", "12226088"
"Praça", "Londres", "Jardim Augusta", "São José dos Campos", "SP", "12216760"
"Rua", "Londrina", "Residencial Bosque dos Ipês", "São José dos Campos", "SP", "12236875"
"Rua", "Lorena", "Vila Nair", "São José dos Campos", "SP", "12231240"
"Rua", "Lorenz Morti", "Urbanova", "São José dos Campos", "SP", "12244858"
"Rua", "Los Mochis", "Jardim das Paineiras II", "São José dos Campos", "SP", "12226102"
"Rua", "Lourdes Maria de Oliveira", "Campo dos Alemães", "São José dos Campos", "SP", "12239370"
"Rua", "Luci Perdigão", "Campos de São José", "São José dos Campos", "SP", "12226570"
"Rua", "Lucia Lambertine", "Vila Paiva", "São José dos Campos", "SP", "12213360"
"Travessa", "Lucia Peneluppi", "Centro", "São José dos Campos", "SP", "12210041"
"Rua", "Lucia Teixeira Friggi", "Conjunto Residencial Esplanada do Sol", "São José dos Campos", "SP", "12244730"
"Rua", "Lucia de Almeida Barreto", "Parque Industrial", "São José dos Campos", "SP", "12235671"
"Rua", "Luciane Almeida Tonino", "Campo dos Alemães", "São José dos Campos", "SP", "12239500"
"Rua", "Lucélia", "Chácaras Reunidas", "São José dos Campos", "SP", "12238450"
"Rua", "Luigi Zulietti", "Conjunto Residencial Dom Pedro I", "São José dos Campos", "SP", "12232800"
"Rua", "Luiz Antônio de Castro", "Cidade Morumbi", "São José dos Campos", "SP", "12236800"
"Rua", "Luiz Arnaldo Saldão", "Vila das Flores", "São José dos Campos", "SP", "12234782"
"Rua", "Luiz Barbosa", "Urbanova", "São José dos Campos", "SP", "12244080"
"Rua", "Luiz Barone", "Cidade Vista Verde", "São José dos Campos", "SP", "12223490"
"Rua", "Luiz Bonfá", "Condomínio Residencial Jaguary", "São José dos Campos", "SP", "12244627"
"Rua", "Luiz Borges Filho", "Jardim Telespark", "São José dos Campos", "SP", "12212690"
"Rua", "Luiz Calvo", "Jardim Santa Inês II", "São José dos Campos", "SP", "12248512"
"Rua", "Luiz Carlos Fraga e Silva", "Conjunto Residencial Galo Branco", "São José dos Campos", "SP", "12247450"
"Praça", "Luiz Carlos Martins", "Jardim Torrão de Ouro", "São José dos Campos", "SP", "12229165"
"Rua", "Luiz Carlos Samartini", "Residencial Juritis", "São José dos Campos", "SP", "12228264"
"Rua", "Luiz Carlos da Rocha", "Vila das Flores", "São José dos Campos", "SP", "12234756"
"Rua", "Luiz Carlos de Lima", "Residencial Armando Moreira Righi", "São José dos Campos", "SP", "12247798"
"Rua", "Luiz Eduardo Dias Grunewald", "Residencial Bosque dos Ipês", "São José dos Campos", "SP", "12236883"
